state,district,month,total_enroll,total_updates,service_load,next_month_service_load
Gujarat,Patan,2025-10,565,3519,4084,8748
Gujarat,Patan,2025-11,1338,7410,8748,4465
Gujarat,Porbandar,2025-04,349,1558,1907,1584
Gujarat,Porbandar,2025-06,277,1307,1584,2926
Gujarat,Porbandar,2025-07,595,2331,2926,4370
Gujarat,Porbandar,2025-09,531,3839,4370,1761
Gujarat,Porbandar,2025-10,222,1539,1761,3575
Gujarat,Porbandar,2025-11,433,3142,3575,1531
Gujarat,Rajkot,2025-04,2354,18735,21089,30562
Gujarat,Rajkot,2025-05,2188,28374,30562,324
Gujarat,Rajkot,2025-06,324,0,324,22354
Gujarat,Rajkot,2025-07,4204,18150,22354,24440
Gujarat,Rajkot,2025-09,3042,21398,24440,11595
Gujarat,Rajkot,2025-10,1644,9951,11595,26332
Gujarat,Rajkot,2025-11,3625,22707,26332,12017
Gujarat,Sabarkantha,2025-04,696,3777,4473,1074
Gujarat,Sabarkantha,2025-05,142,932,1074,2277
Gujarat,Sabarkantha,2025-07,2277,0,2277,15261
Gujarat,Sabarkantha,2025-09,2028,13233,15261,3796
Gujarat,Sabarkantha,2025-10,632,3164,3796,8718
Gujarat,Sabarkantha,2025-11,1312,7406,8718,5080
Gujarat,Surat,2025-04,4188,35789,39977,61335
Gujarat,Surat,2025-05,3862,57473,61335,40257
Gujarat,Surat,2025-07,4356,35901,40257,52495
Gujarat,Surat,2025-09,5721,46774,52495,26002
Gujarat,Surat,2025-10,2382,23620,26002,66337
Gujarat,Surat,2025-11,6888,59449,66337,25000
Gujarat,Surendranagar,2025-04,686,3745,4431,2922
Gujarat,Surendranagar,2025-07,1753,1169,2922,14583
Gujarat,Surendranagar,2025-09,2686,11897,14583,4803
Gujarat,Surendranagar,2025-10,1015,3788,4803,10655
Gujarat,Surendranagar,2025-11,1884,8771,10655,6206
Gujarat,Tapi,2025-04,93,629,722,6043
Gujarat,Tapi,2025-09,1132,4911,6043,1586
Gujarat,Tapi,2025-10,288,1298,1586,3984
Gujarat,Tapi,2025-11,677,3307,3984,1481
Gujarat,Vadodara,2025-03,89,0,89,6763
Gujarat,Vadodara,2025-04,1184,5579,6763,2073
Gujarat,Vadodara,2025-05,246,1827,2073,3505
Gujarat,Vadodara,2025-06,510,2995,3505,5210
Gujarat,Vadodara,2025-07,784,4426,5210,27494
Gujarat,Vadodara,2025-09,3206,24288,27494,11195
Gujarat,Vadodara,2025-10,1754,9441,11195,32558
Gujarat,Vadodara,2025-11,4102,28456,32558,13051
Gujarat,Valsad,2025-04,904,3858,4762,3720
Gujarat,Valsad,2025-05,398,3322,3720,2853
Gujarat,Valsad,2025-07,872,1981,2853,14489
Gujarat,Valsad,2025-09,2007,12482,14489,4952
Gujarat,Valsad,2025-10,760,4192,4952,12507
Gujarat,Valsad,2025-11,2149,10358,12507,5051
Haryana,Ambala,2025-06,281,3662,3943,8262
Haryana,Ambala,2025-09,831,7431,8262,5625
Haryana,Ambala,2025-10,736,4889,5625,12816
Haryana,Ambala,2025-11,1340,11476,12816,4144
Haryana,Bhiwani,2025-09,1078,8684,9762,7863
Haryana,Bhiwani,2025-10,892,6971,7863,12023
Haryana,Bhiwani,2025-11,1225,10798,12023,5268
Haryana,Charkhi Dadri,2025-09,282,1213,1495,1174
Haryana,Charkhi Dadri,2025-10,206,968,1174,1921
Haryana,Charkhi Dadri,2025-11,355,1566,1921,984
Haryana,Faridabad,2025-03,150,0,150,26844
Haryana,Faridabad,2025-04,2883,23961,26844,22901
Haryana,Faridabad,2025-05,2842,20059,22901,31177
Haryana,Faridabad,2025-06,3457,27720,31177,16440
Haryana,Faridabad,2025-07,3465,12975,16440,23137
Haryana,Faridabad,2025-09,2499,20638,23137,16290
Haryana,Faridabad,2025-10,1540,14750,16290,31042
Haryana,Faridabad,2025-11,3267,27775,31042,10851
Haryana,Fatehabad,2025-09,632,7070,7702,9136
Haryana,Fatehabad,2025-10,938,8198,9136,10429
Haryana,Fatehabad,2025-11,1019,9410,10429,3615
Haryana,Gurugram,2025-03,50,0,50,12735
Haryana,Gurugram,2025-04,851,11884,12735,3075
Haryana,Gurugram,2025-05,668,2407,3075,822
Haryana,Gurugram,2025-06,822,0,822,1764
Haryana,Gurugram,2025-07,1764,0,1764,14462
Haryana,Gurugram,2025-09,1968,12494,14462,12096
Haryana,Gurugram,2025-10,1362,10734,12096,20878
Haryana,Gurugram,2025-11,2142,18736,20878,7518
Haryana,Hisar,2025-06,406,3053,3459,14038
Haryana,Hisar,2025-09,1528,12510,14038,14728
Haryana,Hisar,2025-10,1521,13207,14728,21880
Haryana,Hisar,2025-11,1828,20052,21880,6013
Haryana,Jhajjar,2025-09,882,6181,7063,6167
Haryana,Jhajjar,2025-10,757,5410,6167,8087
Haryana,Jhajjar,2025-11,854,7233,8087,3363
Haryana,Jind,2025-09,1397,11468,12865,9811
Haryana,Jind,2025-10,1057,8754,9811,15419
Haryana,Jind,2025-11,1387,14032,15419,6017
Haryana,Kaithal,2025-06,435,5019,5454,10861
Haryana,Kaithal,2025-09,897,9964,10861,7047
Haryana,Kaithal,2025-10,559,6488,7047,9736
Haryana,Kaithal,2025-11,978,8758,9736,3859
Haryana,Karnal,2025-09,1426,10776,12202,8561
Haryana,Karnal,2025-10,1023,7538,8561,15367
Haryana,Karnal,2025-11,1182,14185,15367,6255
Haryana,Kurukshetra,2025-06,93,684,777,8652
Haryana,Kurukshetra,2025-09,698,7954,8652,6048
Haryana,Kurukshetra,2025-10,640,5408,6048,10521
Haryana,Kurukshetra,2025-11,886,9635,10521,3053
Haryana,Mahendragarh,2025-09,877,6345,7222,5970
Haryana,Mahendragarh,2025-10,650,5320,5970,10208
Haryana,Mahendragarh,2025-11,990,9218,10208,4461
Haryana,Nuh,2025-05,2654,9512,12166,1506
Haryana,Nuh,2025-06,1506,0,1506,18622
Haryana,Nuh,2025-09,1523,17099,18622,13401
Haryana,Nuh,2025-10,1787,11614,13401,16853
Haryana,Nuh,2025-11,2244,14609,16853,7973
Haryana,Palwal,2025-09,1341,12794,14135,10090
Haryana,Palwal,2025-10,1258,8832,10090,15167
Haryana,Palwal,2025-11,2143,13024,15167,7722
Haryana,Panchkula,2025-09,350,2949,3299,3208
Haryana,Panchkula,2025-10,356,2852,3208,5699
Haryana,Panchkula,2025-11,571,5128,5699,1853
Haryana,Panipat,2025-06,877,4563,5440,17141
Haryana,Panipat,2025-07,1523,15618,17141,13228
Haryana,Panipat,2025-09,1326,11902,13228,9001
Haryana,Panipat,2025-10,879,8122,9001,14825
Haryana,Panipat,2025-11,1350,13475,14825,5335
Haryana,Rewari,2025-09,761,7250,8011,6575
Haryana,Rewari,2025-10,683,5892,6575,8942
Haryana,Rewari,2025-11,1020,7922,8942,4114
Haryana,Rohtak,2025-06,528,3933,4461,9410
Haryana,Rohtak,2025-09,999,8411,9410,7142
Haryana,Rohtak,2025-10,890,6252,7142,8611
Haryana,Rohtak,2025-11,1004,7607,8611,3581
Haryana,Sirsa,2025-09,962,10358,11320,12556
Haryana,Sirsa,2025-10,936,11620,12556,15821
Haryana,Sirsa,2025-11,1373,14448,15821,5798
Haryana,Sonipat,2025-06,858,10046,10904,11334
Haryana,Sonipat,2025-09,1340,9994,11334,9251
Haryana,Sonipat,2025-10,1063,8188,9251,13674
Haryana,Sonipat,2025-11,1646,12028,13674,5512
Haryana,Yamuna Nagar,2025-09,1057,10136,11193,8695
Haryana,Yamuna Nagar,2025-10,755,7940,8695,17053
Haryana,Yamuna Nagar,2025-11,1435,15618,17053,5803
Himachal Pradesh,Bilaspur,2025-09,266,1394,1660,1748
Himachal Pradesh,Bilaspur,2025-10,273,1475,1748,2197
Himachal Pradesh,Bilaspur,2025-11,347,1850,2197,822
Himachal Pradesh,Chamba,2025-09,404,4209,4613,3038
Himachal Pradesh,Chamba,2025-10,456,2582,3038,7151
Himachal Pradesh,Chamba,2025-11,809,6342,7151,1792
Himachal Pradesh,Hamirpur,2025-09,301,1116,1417,1574
Himachal Pradesh,Hamirpur,2025-10,331,1243,1574,2138
Himachal Pradesh,Hamirpur,2025-11,473,1665,2138,780
Himachal Pradesh,Kangra,2025-09,1318,7674,8992,6872
Himachal Pradesh,Kangra,2025-10,1067,5805,6872,11438
Himachal Pradesh,Kangra,2025-11,1486,9952,11438,2864
Himachal Pradesh,Kinnaur,2025-09,54,145,199,100
Himachal Pradesh,Kinnaur,2025-10,31,69,100,247
Himachal Pradesh,Kinnaur,2025-11,59,188,247,84
Himachal Pradesh,Kullu,2025-07,114,239,353,1090
Himachal Pradesh,Kullu,2025-09,218,872,1090,1736
Himachal Pradesh,Kullu,2025-10,266,1470,1736,4091
Himachal Pradesh,Kullu,2025-11,611,3480,4091,870
Himachal Pradesh,Lahaul And Spiti,2025-09,24,24,48,40
Himachal Pradesh,Lahaul And Spiti,2025-10,17,23,40,51
Himachal Pradesh,Lahaul And Spiti,2025-11,28,23,51,10
Himachal Pradesh,Mandi,2025-09,726,3904,4630,5425
Himachal Pradesh,Mandi,2025-10,703,4722,5425,6344
Himachal Pradesh,Mandi,2025-11,918,5426,6344,1975
Himachal Pradesh,Shimla,2025-09,471,2397,2868,3063
Himachal Pradesh,Shimla,2025-10,487,2576,3063,4635
Himachal Pradesh,Shimla,2025-11,709,3926,4635,1239
Himachal Pradesh,Sirmaur,2025-09,556,3782,4338,2897
Himachal Pradesh,Sirmaur,2025-10,388,2509,2897,4736
Himachal Pradesh,Sirmaur,2025-11,637,4099,4736,1432
Himachal Pradesh,Solan,2025-09,380,2992,3372,2823
Himachal Pradesh,Solan,2025-10,329,2494,2823,4466
Himachal Pradesh,Solan,2025-11,463,4003,4466,1169
Himachal Pradesh,Una,2025-09,385,3075,3460,3038
Himachal Pradesh,Una,2025-10,401,2637,3038,2823
Himachal Pradesh,Una,2025-11,418,2405,2823,918
Jammu & Kashmir,Anantnag,2025-09,1024,5030,6054,6164
Jammu & Kashmir,Anantnag,2025-10,862,5302,6164,8176
Jammu & Kashmir,Anantnag,2025-11,1164,7012,8176,8571
Jammu & Kashmir,Badgam,2025-09,607,2137,2744,2214
Jammu & Kashmir,Badgam,2025-10,443,1771,2214,3009
Jammu & Kashmir,Badgam,2025-11,627,2382,3009,2046
Jammu & Kashmir,Bandipore,2025-09,505,2683,3188,3280
Jammu & Kashmir,Bandipore,2025-10,553,2727,3280,3567
Jammu & Kashmir,Bandipore,2025-11,649,2918,3567,2336
Jammu & Kashmir,Bandipur,2025-10,1,0,1,1
Jammu & Kashmir,Baramula,2025-05,374,5120,5494,8854
Jammu & Kashmir,Baramula,2025-09,1092,7762,8854,6440
Jammu & Kashmir,Baramula,2025-10,802,5638,6440,11852
Jammu & Kashmir,Baramula,2025-11,1227,10625,11852,6140
Jammu & Kashmir,Budgam,2025-09,253,1993,2246,2651
Jammu & Kashmir,Budgam,2025-10,239,2412,2651,2771
Jammu & Kashmir,Budgam,2025-11,280,2491,2771,1309
Jammu & Kashmir,Doda,2025-07,538,0,538,1787
Jammu & Kashmir,Doda,2025-09,437,1350,1787,6860
Jammu & Kashmir,Doda,2025-10,1888,4972,6860,7918
Jammu & Kashmir,Doda,2025-11,1297,6621,7918,3019
Jammu & Kashmir,Ganderbal,2025-09,290,1336,1626,1187
Jammu & Kashmir,Ganderbal,2025-10,184,1003,1187,2495
Jammu & Kashmir,Ganderbal,2025-11,310,2185,2495,1558
Jammu & Kashmir,Jammu,2025-05,81,912,993,11828
Jammu & Kashmir,Jammu,2025-09,1593,10235,11828,12724
Jammu & Kashmir,Jammu,2025-10,1199,11525,12724,14068
Jammu & Kashmir,Jammu,2025-11,1403,12665,14068,5291
Jammu & Kashmir,Kargil,2025-09,147,406,553,488
Jammu & Kashmir,Kargil,2025-10,138,350,488,630
Jammu & Kashmir,Kargil,2025-11,173,457,630,384
Jammu & Kashmir,Kathua,2025-09,645,3715,4360,5415
Jammu & Kashmir,Kathua,2025-10,589,4826,5415,7566
Jammu & Kashmir,Kathua,2025-11,1293,6273,7566,3654
Jammu & Kashmir,Kishtwar,2025-09,243,1264,1507,2069
Jammu & Kashmir,Kishtwar,2025-10,356,1713,2069,2491
Jammu & Kashmir,Kishtwar,2025-11,488,2003,2491,1584
Jammu & Kashmir,Kulgam,2025-09,318,2012,2330,1887
Jammu & Kashmir,Kulgam,2025-10,320,1567,1887,4010
Jammu & Kashmir,Kulgam,2025-11,511,3499,4010,1642
Jammu & Kashmir,Kupwara,2025-09,899,6139,7038,6890
Jammu & Kashmir,Kupwara,2025-10,818,6072,6890,7765
Jammu & Kashmir,Kupwara,2025-11,1042,6723,7765,4115
Jammu & Kashmir,Leh,2025-09,47,221,268,437
Jammu & Kashmir,Leh,2025-10,74,363,437,406
Jammu & Kashmir,Leh,2025-11,70,336,406,118
Jammu & Kashmir,Leh Ladakh,2025-10,1,0,1,2
Jammu & Kashmir,Pulwama,2025-09,509,1988,2497,4346
Jammu & Kashmir,Pulwama,2025-10,545,3801,4346,9341
Jammu & Kashmir,Pulwama,2025-11,648,8693,9341,2412
Jammu & Kashmir,Punch,2025-04,211,1960,2171,4452
Jammu & Kashmir,Punch,2025-09,572,3880,4452,6556
Jammu & Kashmir,Punch,2025-10,696,5860,6556,9843
Jammu & Kashmir,Punch,2025-11,949,8894,9843,3249
Jammu & Kashmir,Rajauri,2025-11,1,0,1,1
Jammu & Kashmir,Rajouri,2025-09,735,4698,5433,5552
Jammu & Kashmir,Rajouri,2025-10,498,5054,5552,10826
Jammu & Kashmir,Rajouri,2025-11,1097,9729,10826,3590
Jammu & Kashmir,Ramban,2025-09,340,1464,1804,4195
Jammu & Kashmir,Ramban,2025-10,638,3557,4195,7932
Jammu & Kashmir,Ramban,2025-11,687,7245,7932,1919
Jammu & Kashmir,Reasi,2025-09,387,1720,2107,2475
Jammu & Kashmir,Reasi,2025-10,425,2050,2475,4207
Jammu & Kashmir,Reasi,2025-11,802,3405,4207,1794
Jammu & Kashmir,Samba,2025-09,170,889,1059,1296
Jammu & Kashmir,Samba,2025-10,147,1149,1296,1704
Jammu & Kashmir,Samba,2025-11,202,1502,1704,681
Jammu & Kashmir,Shupiyan,2025-09,178,2001,2179,2188
Jammu & Kashmir,Shupiyan,2025-10,178,2010,2188,2049
Jammu & Kashmir,Shupiyan,2025-11,177,1872,2049,1783
Jammu & Kashmir,Srinagar,2025-09,1224,7784,9008,10762
Jammu & Kashmir,Srinagar,2025-10,867,9895,10762,14310
Jammu & Kashmir,Srinagar,2025-11,1129,13181,14310,5824
Jammu & Kashmir,Udhampur,2025-09,614,3078,3692,4312
Jammu & Kashmir,Udhampur,2025-10,530,3782,4312,7327
Jammu & Kashmir,Udhampur,2025-11,1182,6145,7327,3292
Jharkhand,Bokaro,2025-09,2129,15896,18025,9535
Jharkhand,Bokaro,2025-10,1223,8312,9535,18417
Jharkhand,Bokaro,2025-11,2207,16210,18417,6151
Jharkhand,Chatra,2025-06,474,1525,1999,2386
Jharkhand,Chatra,2025-07,501,1885,2386,18715
Jharkhand,Chatra,2025-09,2001,16714,18715,6890
Jharkhand,Chatra,2025-10,1034,5856,6890,14227
Jharkhand,Chatra,2025-11,2153,12074,14227,5383
Jharkhand,Deoghar,2025-03,55,0,55,4558
Jharkhand,Deoghar,2025-04,723,3835,4558,13519
Jharkhand,Deoghar,2025-09,2247,11272,13519,9810
Jharkhand,Deoghar,2025-10,1738,8072,9810,16868
Jharkhand,Deoghar,2025-11,3265,13603,16868,6235
Jharkhand,Dhanbad,2025-07,1538,6134,7672,23384
Jharkhand,Dhanbad,2025-09,3617,19767,23384,13228
Jharkhand,Dhanbad,2025-10,2289,10939,13228,28910
Jharkhand,Dhanbad,2025-11,3919,24991,28910,7867
Jharkhand,Dumka,2025-04,89,1099,1188,595
Jharkhand,Dumka,2025-06,198,397,595,630
Jharkhand,Dumka,2025-07,188,442,630,14044
Jharkhand,Dumka,2025-09,1945,12099,14044,8694
Jharkhand,Dumka,2025-10,1203,7491,8694,14327
Jharkhand,Dumka,2025-11,2212,12115,14327,3805
Jharkhand,East Singhbhum,2025-04,120,2009,2129,2943
Jharkhand,East Singhbhum,2025-07,1740,1203,2943,23182
Jharkhand,East Singhbhum,2025-09,2993,20189,23182,12974
Jharkhand,East Singhbhum,2025-10,1743,11231,12974,24282
Jharkhand,East Singhbhum,2025-11,3143,21139,24282,8231
Jharkhand,Garhwa,2025-09,2358,16234,18592,10275
Jharkhand,Garhwa,2025-10,1332,8943,10275,21067
Jharkhand,Garhwa,2025-11,2714,18353,21067,6436
Jharkhand,Giridih,2025-07,1819,2636,4455,23328
Jharkhand,Giridih,2025-09,4228,19100,23328,14325
Jharkhand,Giridih,2025-10,2938,11387,14325,28868
Jharkhand,Giridih,2025-11,4967,23901,28868,10018
Jharkhand,Godda,2025-04,136,2445,2581,15348
Jharkhand,Godda,2025-09,2037,13311,15348,10483
Jharkhand,Godda,2025-10,1004,9479,10483,20946
Jharkhand,Godda,2025-11,2246,18700,20946,4947
Jharkhand,Gumla,2025-06,369,1904,2273,2145
Jharkhand,Gumla,2025-07,692,1453,2145,17452
Jharkhand,Gumla,2025-09,2431,15021,17452,10217
Jharkhand,Gumla,2025-10,1194,9023,10217,13936
Jharkhand,Gumla,2025-11,1744,12192,13936,6613
Jharkhand,Hazaribag,2025-09,208,1636,1844,943
Jharkhand,Hazaribag,2025-10,120,823,943,1856
Jharkhand,Hazaribag,2025-11,232,1624,1856,458
Jharkhand,Hazaribagh,2025-04,248,1798,2046,14682
Jharkhand,Hazaribagh,2025-09,2075,12607,14682,8206
Jharkhand,Hazaribagh,2025-10,1347,6859,8206,15490
Jharkhand,Hazaribagh,2025-11,2224,13266,15490,5460
Jharkhand,Jamtara,2025-09,1659,7854,9513,6786
Jharkhand,Jamtara,2025-10,1183,5603,6786,7401
Jharkhand,Jamtara,2025-11,1422,5979,7401,3201
Jharkhand,Khunti,2025-06,250,1026,1276,2514
Jharkhand,Khunti,2025-07,356,2158,2514,8465
Jharkhand,Khunti,2025-09,769,7696,8465,4831
Jharkhand,Khunti,2025-10,483,4348,4831,7971
Jharkhand,Khunti,2025-11,792,7179,7971,1825
Jharkhand,Koderma,2025-09,1312,4982,6294,3899
Jharkhand,Koderma,2025-10,778,3121,3899,7230
Jharkhand,Koderma,2025-11,1255,5975,7230,2507
Jharkhand,Latehar,2025-09,1061,9914,10975,4456
Jharkhand,Latehar,2025-10,370,4086,4456,9252
Jharkhand,Latehar,2025-11,972,8280,9252,3353
Jharkhand,Lohardaga,2025-04,308,4930,5238,3095
Jharkhand,Lohardaga,2025-06,360,2735,3095,6382
Jharkhand,Lohardaga,2025-09,749,5633,6382,2850
Jharkhand,Lohardaga,2025-10,358,2492,2850,4811
Jharkhand,Lohardaga,2025-11,694,4117,4811,2313
Jharkhand,Pakaur,2025-04,962,2572,3534,2850
Jharkhand,Pakaur,2025-06,1107,1743,2850,4035
Jharkhand,Pakaur,2025-07,2028,2007,4035,11699
Jharkhand,Pakaur,2025-09,2035,9664,11699,5695
Jharkhand,Pakaur,2025-10,446,5249,5695,5912
Jharkhand,Pakaur,2025-11,898,5014,5912,1624
Jharkhand,Palamau,2025-09,2881,19707,22588,13175
Jharkhand,Palamau,2025-10,1526,11649,13175,31446
Jharkhand,Palamau,2025-11,4332,27114,31446,9417
Jharkhand,Ramgarh,2025-09,1037,5757,6794,3943
Jharkhand,Ramgarh,2025-10,669,3274,3943,7549
Jharkhand,Ramgarh,2025-11,1135,6414,7549,2243
Jharkhand,Ranchi,2025-04,1120,13075,14195,3047
Jharkhand,Ranchi,2025-06,566,2481,3047,9723
Jharkhand,Ranchi,2025-07,1595,8128,9723,27284
Jharkhand,Ranchi,2025-09,3266,24018,27284,15716
Jharkhand,Ranchi,2025-10,2392,13324,15716,32600
Jharkhand,Ranchi,2025-11,5844,26756,32600,8462
Jharkhand,Sahibganj,2025-09,2162,15091,17253,11747
Jharkhand,Sahibganj,2025-10,1251,10496,11747,16494
Jharkhand,Sahibganj,2025-11,3193,13301,16494,4591
Jharkhand,Seraikela Kharsawan,2025-09,1349,10264,11613,7251
Jharkhand,Seraikela Kharsawan,2025-10,949,6302,7251,13866
Jharkhand,Seraikela Kharsawan,2025-11,1689,12177,13866,4259
Jharkhand,Simdega,2025-09,961,10324,11285,4692
Jharkhand,Simdega,2025-10,452,4240,4692,6573
Jharkhand,Simdega,2025-11,669,5904,6573,1667
Jharkhand,West Singhbhum,2025-07,776,2644,3420,25107
Jharkhand,West Singhbhum,2025-09,2034,23073,25107,14379
Jharkhand,West Singhbhum,2025-10,1689,12690,14379,19659
Jharkhand,West Singhbhum,2025-11,2539,17120,19659,6245
Karnataka,Bagalkot,2025-09,2743,11425,14168,9498
Karnataka,Bagalkot,2025-10,1478,8020,9498,12527
Karnataka,Bagalkot,2025-11,1971,10556,12527,5687
Karnataka,Ballari,2025-09,3014,12350,15364,9253
Karnataka,Ballari,2025-10,1434,7819,9253,9751
Karnataka,Ballari,2025-11,1857,7894,9751,5317
Karnataka,Bangalore Rural,2025-05,404,3766,4170,6125
Karnataka,Bangalore Rural,2025-09,705,5420,6125,5286
Karnataka,Bangalore Rural,2025-10,562,4724,5286,7218
Karnataka,Bangalore Rural,2025-11,788,6430,7218,3378
Karnataka,Belagavi,2025-09,5652,20466,26118,16784
Karnataka,Belagavi,2025-10,3215,13569,16784,21877
Karnataka,Belagavi,2025-11,4364,17513,21877,12055
Karnataka,Bengaluru,2025-04,8257,32929,41186,47445
Karnataka,Bengaluru,2025-05,5961,41484,47445,44259
Karnataka,Bengaluru,2025-09,5636,38623,44259,32647
Karnataka,Bengaluru,2025-10,4157,28490,32647,49072
Karnataka,Bengaluru,2025-11,6274,42798,49072,23225
Karnataka,Bengaluru Rural,2025-06,1134,0,1134,1654
Karnataka,Bengaluru Rural,2025-07,1654,0,1654,2
Karnataka,Bengaluru Rural,2025-09,1,1,2,1
Karnataka,Bengaluru South,2025-09,3,6,9,54
Karnataka,Bengaluru South,2025-10,29,25,54,289
Karnataka,Bengaluru South,2025-11,121,168,289,162
Karnataka,Bengaluru Urban,2025-03,732,0,732,10123
Karnataka,Bengaluru Urban,2025-06,10123,0,10123,12219
Karnataka,Bengaluru Urban,2025-07,12219,0,12219,17849
Karnataka,Bengaluru Urban,2025-09,2208,15641,17849,13981
Karnataka,Bengaluru Urban,2025-10,1754,12227,13981,18764
Karnataka,Bengaluru Urban,2025-11,2469,16295,18764,6812
Karnataka,Bidar,2025-07,169,379,548,12421
Karnataka,Bidar,2025-09,1773,10648,12421,9681
Karnataka,Bidar,2025-10,1079,8602,9681,12659
Karnataka,Bidar,2025-11,1567,11092,12659,5556
Karnataka,Chamarajanagar,2025-09,959,4636,5595,3328
Karnataka,Chamarajanagar,2025-10,707,2621,3328,4256
Karnataka,Chamarajanagar,2025-11,993,3263,4256,2043
Karnataka,Chikkaballapur,2025-09,1083,6122,7205,5072
Karnataka,Chikkaballapur,2025-10,765,4307,5072,6462
Karnataka,Chikkaballapur,2025-11,896,5566,6462,3045
Karnataka,Chikkamagaluru,2025-09,788,2820,3608,2544
Karnataka,Chikkamagaluru,2025-10,566,1978,2544,3270
Karnataka,Chikkamagaluru,2025-11,820,2450,3270,1764
Karnataka,Chitradurga,2025-09,1240,7113,8353,6764
Karnataka,Chitradurga,2025-10,993,5771,6764,7827
Karnataka,Chitradurga,2025-11,1129,6698,7827,5432
Karnataka,Dakshina Kannada,2025-09,1937,7771,9708,8952
Karnataka,Dakshina Kannada,2025-10,1657,7295,8952,11134
Karnataka,Dakshina Kannada,2025-11,2198,8936,11134,4525
Karnataka,Davanagere,2025-09,183,578,761,341
Karnataka,Davanagere,2025-10,95,246,341,428
Karnataka,Davanagere,2025-11,142,286,428,222
Karnataka,Davangere,2025-09,1548,10631,12179,6963
Karnataka,Davangere,2025-10,959,6004,6963,7936
Karnataka,Davangere,2025-11,1170,6766,7936,4746
Karnataka,Dharwad,2025-09,1802,9746,11548,8224
Karnataka,Dharwad,2025-10,1297,6927,8224,10845
Karnataka,Dharwad,2025-11,1722,9123,10845,4628
Karnataka,Gadag,2025-09,2174,5852,8026,5382
Karnataka,Gadag,2025-10,824,4558,5382,6596
Karnataka,Gadag,2025-11,1369,5227,6596,3070
Karnataka,Gulbarga,2025-09,1527,7026,8553,7431
Karnataka,Gulbarga,2025-10,1032,6399,7431,8166
Karnataka,Gulbarga,2025-11,1372,6794,8166,3978
Karnataka,Hassan,2025-09,1136,4459,5595,4969
Karnataka,Hassan,2025-10,811,4158,4969,6626
Karnataka,Hassan,2025-11,1134,5492,6626,2781
Karnataka,Haveri,2025-09,1520,8144,9664,7033
Karnataka,Haveri,2025-10,955,6078,7033,8535
Karnataka,Haveri,2025-11,1371,7164,8535,3981
Karnataka,Kalaburagi,2025-04,608,1779,2387,8531
Karnataka,Kalaburagi,2025-09,1444,7087,8531,5918
Karnataka,Kalaburagi,2025-10,954,4964,5918,8545
Karnataka,Kalaburagi,2025-11,1481,7064,8545,4280
Karnataka,Kodagu,2025-09,316,1265,1581,1708
Karnataka,Kodagu,2025-10,297,1411,1708,1849
Karnataka,Kodagu,2025-11,380,1469,1849,1086
Karnataka,Kolar,2025-09,1406,8876,10282,6853
Karnataka,Kolar,2025-10,911,5942,6853,9430
Karnataka,Kolar,2025-11,1679,7751,9430,4011
Karnataka,Koppal,2025-09,1945,10443,12388,7229
Karnataka,Koppal,2025-10,1103,6126,7229,9546
Karnataka,Koppal,2025-11,2036,7510,9546,4970
Karnataka,Mandya,2025-09,952,5482,6434,7127
Karnataka,Mandya,2025-10,886,6241,7127,8862
Karnataka,Mandya,2025-11,1294,7568,8862,3711
Karnataka,Mysuru,2025-04,485,1554,2039,1240
Karnataka,Mysuru,2025-07,567,673,1240,10720
Karnataka,Mysuru,2025-09,2143,8577,10720,9544
Karnataka,Mysuru,2025-10,1714,7830,9544,11864
Karnataka,Mysuru,2025-11,1990,9874,11864,5592
Karnataka,Raichur,2025-06,428,1737,2165,17332
Karnataka,Raichur,2025-09,3153,14179,17332,15687
Karnataka,Raichur,2025-10,2191,13496,15687,17379
Karnataka,Raichur,2025-11,2952,14427,17379,8545
Karnataka,Ramanagara,2025-07,204,0,204,7249
Karnataka,Ramanagara,2025-09,1358,5891,7249,5010
Karnataka,Ramanagara,2025-10,691,4319,5010,6118
Karnataka,Ramanagara,2025-11,851,5267,6118,3024
Karnataka,Shivamogga,2025-09,1549,6530,8079,4714
Karnataka,Shivamogga,2025-10,928,3786,4714,6607
Karnataka,Shivamogga,2025-11,1317,5290,6607,3462
Karnataka,Tumakuru,2025-09,1888,8857,10745,9487
Karnataka,Tumakuru,2025-10,1468,8019,9487,9544
Karnataka,Tumakuru,2025-11,1661,7883,9544,5530
Karnataka,Udupi,2025-09,1696,3847,5543,3660
Karnataka,Udupi,2025-10,886,2774,3660,3416
Karnataka,Udupi,2025-11,834,2582,3416,1965
Karnataka,Uttara Kannada,2025-09,1077,4109,5186,4521
Karnataka,Uttara Kannada,2025-10,814,3707,4521,5475
Karnataka,Uttara Kannada,2025-11,1293,4182,5475,2343
Karnataka,Vijayanagara,2025-09,870,2720,3590,1802
Karnataka,Vijayanagara,2025-10,455,1347,1802,1947
Karnataka,Vijayanagara,2025-11,575,1372,1947,1021
Karnataka,Vijayapura,2025-07,450,638,1088,20225
Karnataka,Vijayapura,2025-09,4433,15792,20225,9811
Karnataka,Vijayapura,2025-10,1945,7866,9811,11804
Karnataka,Vijayapura,2025-11,2314,9490,11804,6649
Karnataka,Yadgir,2025-04,994,3885,4879,11026
Karnataka,Yadgir,2025-09,2334,8692,11026,8716
Karnataka,Yadgir,2025-10,1504,7212,8716,9146
Karnataka,Yadgir,2025-11,1942,7204,9146,4634
